7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
126.26,131.08,138.01,142.86,146.57,150.62,161.27,163.47,166.89,169.04,171.56,171.77
51,44,45,47,47,45,64,52,65,68,63,107
5.60,5.65,6.80,5.94,8.00,7.34,7.78,7.71,7.69,6.21,6.18,6.25
