7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
125.87,131.08,137.49,141.83,145.50,150.61,153.89,161.90,166.98,169.80,172.55,173.63
121,124,123,123,116,121,120,124,122,120,120,120
5.51,4.98,6.68,5.87,6.70,7.03,7.91,7.51,7.47,7.83,5.73,6.22
