4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0
104.1,107.7,111.3,114.7,117.7,120.7,124.0,127.1,130.0,132.7,135.4,137.9,140.2,142.6,145.3,148.4,151.9,155.6,159.5,163.0,165.9,168.2,169.8,171.0,171.6,172.1,172.3,172.5,172.7
