7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
129.37,133.71,140.04,146.45,150.89,158.01,164.45,170.17,172.52,175.45,175.37,176.01
116,118,105,120,101,141,107,105,114,106,110,117
5.58,5.45,6.28,7.05,6.95,8.19,8.24,7.37,7.11,4.92,5.33,5.93
