7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5
120.3,124.0,128.6,133.5,138.2,144.1,149.7,156.7,161.8,164.8,169.1
210,210,210,210,210,210,210,210,210,210,210
4.63,4.79,4.88,5.00,5.65,6.03,7.81,8.25,7.27,5.83,5.87
