5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0
112.91,115.95,118.87,121.73,124.54,127.27,129.93,132.57,135.18,137.78,140.39,143.11,145.99,149.08,152.44,156.04,159.70,163.18,166.30,168.96,171.15,172.90,174.23,175.16,175.77,176.14,176.39,176.54
