7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5
121.5,124.6,129.7,136.1,139.8,144.9,151.8,159.3,164.1,167.6,168.6
210,210,210,210,210,210,210,210,210,210,210
4.41,4.70,5.86,5.89,6.13,6.68,7.66,7.31,6.80,5.66,4.67
