7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
125.89,131.24,134.91,139.27,145.98,153.47,160.71,165.33,168.67,170.80,171.50,169.84
108,112,99,106,110,109,110,107,111,111,109,102
5.28,6.24,6.04,5.33,6.75,7.66,8.92,7.25,6.29,6.16,7.60,5.32
