7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5
122.3,127.2,132.1,135.8,140.8,145.1,151.4,158.5,163.9,167.7,169.8
210,210,210,210,210,210,210,210,210,210,210
4.87,5.27,5.75,5.70,5.75,7.11,7.02,7.98,6.74,5.35,5.45
