7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
121.68,126.70,131.78,136.23,140.58,146.30,153.61,160.15,165.40,168.84,169.96,171.01
100,100,100,100,100,100,99,100,100,100,100,100
5.21,5.58,5.36,5.59,5.87,7.45,8.95,7.98,6.85,5.26,5.07,5.49
