7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
125.23,129.58,134.81,139.40,144.65,150.69,159.16,163.79,167.20,168.56,170.03,171.31
105,105,105,105,105,104,102,104,104,104,103,105
5.10,5.20,4.71,5.46,5.87,6.84,7.77,6.55,5.88,5.20,6.29,5.22
