7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
128.60,133.21,138.30,142.70,149.74,156.29,162.97,169.83,170.37,172.05,173.20,172.75
100,100,100,100,100,100,100,100,100,100,100,100
5.79,5.75,5.68,6.16,7.15,8.38,8.60,6.99,6.41,5.24,6.01,6.85
