7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
128.87,134.78,140.93,146.11,152.87,158.45,165.07,168.86,172.49,173.22,173.99,173.85
150,150,150,150,150,150,150,150,150,150,150,150
5.24,5.27,6.39,7.35,8.65,7.87,6.94,6.54,6.04,5.65,5.93,5.61
