7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
129.17,134.36,139.55,143.77,151.73,157.79,164.59,170.91,172.68,174.76,174.93,175.01
150,150,150,150,150,150,150,150,150,150,150,150
4.94,5.53,5.41,6.51,7.05,7.76,7.08,6.34,5.91,4.91,5.89,5.90
