7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
122.41,129.10,133.93,139.16,143.62,149.76,155.49,162.59,166.61,168.51,170.12,170.61
140,134,124,118,124,119,126,121,129,121,115,125
4.79,5.49,5.18,6.75,5.77,7.25,7.53,7.73,6.86,5.66,5.61,5.27
