7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5
128.9,133.4,139.6,147.3,155.9,157.6,159.0,161.8,163.0,163.5,163.6
188,151,173,166,156,141,174,186,161,149,219
5.6,6.0,6.1,6.5,7.1,6.7,6.5,6.2,5.9,5.6,5.2
