7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
127.12,133.77,139.25,146.05,153.73,157.14,161.65,162.86,162.47,163.42,163.59,163.72
150,150,150,150,150,150,150,150,150,150,150,100
4.91,5.42,6.05,6.44,6.32,6.21,5.29,5.96,5.15,5.32,5.28,5.48
