7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
125.81,129.81,135.76,141.27,148.85,151.83,159.91,164.67,168.61,169.37,170.26,169.48
136,99,134,102,96,119,109,134,103,105,135,98
5.79,5.36,5.74,6.48,7.69,6.88,8.53,7.27,7.80,6.06,6.37,5.95
