7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
127.2,133.1,139.4,145.9,152.2,156.2,159.6,160.7,159.9,161.4,160.8,161.5
120,120,120,120,120,120,120,120,120,120,120,120
5.4,5.9,6.3,7.3,6.4,5.4,5.1,5.2,6.0,5.3,5.6,6.3
