7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
122.04,127.21,132.80,137.48,142.22,148.49,156.15,162.07,167.30,169.48,170.97,170.74
121,151,135,117,143,160,102,105,116,116,132,112
5.22,6.01,5.65,5.90,6.36,7.83,7.79,7.77,6.60,5.59,5.53,6.09
