7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5
130.7,136.2,141.5,146.8,152.9,159.3,164.5,171.3,174.0,175.0,177.4
166,166,208,177,186,170,178,172,159,114,225
5.6,6.5,6.4,6.8,8.3,9.6,8.7,8.1,6.9,6.3,5.5
