7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5
120.7,125.4,130.7,134.0,140.2,144.1,151.1,157.9,163.8,167.3,169.8
210,210,210,210,210,210,210,210,210,210,210
4.47,4.74,5.09,5.25,5.54,6.36,7.61,8.10,6.85,5.90,5.64
