7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
126.5,131.6,137.3,141.6,146.9,153.7,160.7,167.0,168.7,171.1,173.0,173.5
175,175,175,175,175,175,175,175,175,175,175,175
5.0,6.5,6.3,6.2,7.3,8.0,8.0,7.1,6.5,6.0,6.1,6.6
