7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
125.05,129.04,134.91,138.37,144.33,152.68,159.71,165.91,169.30,170.14,172.02,170.31
98,100,98,99,98,101,99,98,99,100,99,99
5.34,5.54,5.57,6.22,5.83,6.99,8.12,6.81,5.91,6.18,5.48,5.57
