7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5
128.27,132.98,136.94,143.93,149.70,158.97,163.41,170.29,170.58,171.19,173.21
100,100,100,100,100,100,100,100,100,100,100
4.94,5.17,5.63,5.42,6.06,7.04,6.01,6.23,5.15,5.62,5.34
