7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
128.9,133.9,139.1,145.0,150.2,159.6,165.6,171.4,175.2,174.3,175.3,175.9
102,131,114,111,127,120,114,112,108,103,124,108
5.6,6.7,5.7,5.9,9.3,8.1,8.6,6.6,6.4,5.8,6.9,6.4
