7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
130.07,134.42,140.26,146.37,152.46,160.21,165.35,173.39,174.32,175.19,175.92,175.78
69,99,87,82,88,77,91,87,93,82,87,62
4.86,5.65,5.20,6.00,8.29,9.04,8.74,5.53,5.94,6.96,6.09,5.55
