4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0
103.1,106.7,110.2,113.5,116.6,119.4,122.5,125.6,128.5,131.3,134.1,137.0,140.1,143.3,146.6,149.7,152.4,154.6,156.3,157.6,158.6,159.4,159.8,160.1,160.1,160.2,160.3,160.5,160.6
