7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
125.92,129.53,136.01,140.35,144.04,149.47,162.37,166.46,169.76,171.88,171.62,172.49
100,100,100,100,100,100,100,100,100,100,100,100
5.19,5.46,5.47,5.69,5.99,6.90,7.78,6.76,6.14,5.17,5.94,5.71
