7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
124.86,130.23,134.51,139.65,145.94,151.82,159.39,164.42,168.27,169.63,170.70,172.72
100,100,100,100,100,100,100,100,100,100,100,100
5.58,5.13,5.08,5.39,7.94,6.10,7.70,7.05,6.15,5.72,4.90,5.43
