7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5
129.47,134.95,139.78,146.18,150.30,159.60,165.83,171.72,174.91,174.80,175.37,175.38
150,150,150,150,150,150,150,150,150,150,150,150
5.26,5.22,5.61,6.50,7.83,8.99,7.93,6.34,5.55,6.36,5.77,5.91
